Sport,Home,Away,Date/Time,Score,Status,ScrapedAt
,Football,Utica,Macomb Dakota,0-35,Processed,2025-02-01T18:18:24.236038
,Football,Vandercook Lake,Addison,7-44,Processed,2025-02-01T18:18:24.277218
,Football,Vanlue (OH),Petersburg Summerfield,0-70,Processed,2025-02-01T18:18:24.319008
,Football,Vicksburg,Edwardsburg,7-50,Processed,2025-02-01T18:18:24.361008
,Football,Walkterton John Glenn (IN),Culver Military Academy (IN),7-48,Processed,2025-02-01T18:18:24.405539
,Football,Walled Lake Central,South Lyon East,0-21,Processed,2025-02-01T18:18:24.448836
,Football,Warren Cousino,St Clair Shores Lake Shore,54-6,Processed,2025-02-01T18:18:24.493250
,Football,Waterford Kettering,South Lyon,7-35,Processed,2025-02-01T18:18:24.534604
,Football,Waterford Our Lady of the Lakes,Allen Park Cabrini,6-7,Processed,2025-02-01T18:18:24.579610
,Football,Watervliet,Constantine,8-58,Processed,2025-02-01T18:18:24.625711
,Football,Wayland,Ada Forest Hills Eastern,28-48,Processed,2025-02-01T18:18:24.667709
,Football,West Iron County,Bark River-Harris,0-49,Processed,2025-02-01T18:18:24.712229
,Football,West Unity Hilltop (OH),Northwood (OH-2),18-41,Processed,2025-02-01T18:18:24.754229
,Football,Westland John Glenn,Livonia Franklin,0-14,Processed,2025-02-01T18:18:24.799394
,Football,White Lake Lakeland,Walled Lake Northern,35-6,Processed,2025-02-01T18:18:24.844391
,Football,White Pigeon,Ottawa Lake Whiteford,16-30,Processed,2025-02-01T18:18:24.889397
,Football,Whitmore Lake,Livonia Clarenceville,41-6,Processed,2025-02-01T18:18:24.937721
,Football,Williamston,Detroit Country Day,10-0,Processed,2025-02-01T18:18:24.983723
,Football,Wyoming,Grand Rapids Forest Hills Central,12-35,Processed,2025-02-01T18:18:25.030245
,Football,Wyoming Godwin Heights,Belding,26-68,Processed,2025-02-01T18:18:25.075249
,Football,Wyoming Kelloggsville,Comstock Park,8-41,Processed,2025-02-01T18:18:25.118377
,Football,Yale,Croswell-Lexington,20-41,Processed,2025-02-01T18:18:25.160377
,Football,Ypsilanti Community,Flint Hamady,47-22,Processed,2025-02-01T18:18:25.198452
,Football,Zeeland East,Hudsonville Unity Christian,14-56,Processed,2025-02-01T18:18:25.244453
,Football,Cleveland Heights (OH),Euclid (OH),70-27,Processed,2025-02-01T18:18:25.294982
,Football,Detroit Leadership Academy,Detroit Community,6-6 (OT) Forfeit,Processed,2025-02-01T18:18:25.337984
,Football,"Detroit University Prep
Uprep Classic",Detroit University Prep Science & Math,0-31,Processed,2025-02-01T18:18:25.379994
,Football,"Detroit Voyageur College Prep
Senior Night",Romulus Summit Academy North,28-9,Processed,2025-02-01T18:18:25.422504
,Football,"Flint Metro League crossover
Fenton",Goodrich,3-42,Processed,2025-02-01T18:18:25.478248
,Football,Marquette,Cadillac,41-32,Processed,2025-02-01T18:18:25.524379
,Football,Traverse City St Francis,Benzie Central,48-7,Processed,2025-02-01T18:18:25.571841
,Football,Canton,Wayne Memorial,,Processed,2025-02-01T18:18:25.614475
,Football,Dearborn Advanced Tech Academy,Arts & Technology Academy of Pontiac,34-12,Processed,2025-02-01T18:18:25.659053
,Football,"Detroit Lincoln-King
SENIOR NIGHT",Pontiac,28-0,Processed,2025-02-01T18:18:25.704356
,Football,Iron Mountain,Negaunee,35-21,Processed,2025-02-01T18:18:25.748773
,Football,"League Playoff
Toronto St Michaels College School (CN)",Toronto Brebeuf College School (CN),16-31,Processed,2025-02-01T18:18:25.797427
,Football,Windsor Holy Names (CN),Tecumseh St Annes (CN),34-0,Processed,2025-02-01T18:18:25.840560
,Football,Zeeland West,Grand Rapids West Catholic,34-20,Processed,2025-02-01T18:18:25.884567
,Football,Ada Forest Hills Eastern,Muskegon Reeths-Puffer,35-28,Processed,2025-02-01T18:18:25.936083
,Football,"Cascades crossover
Addison",Grass Lake,14-49,Processed,2025-02-01T18:18:25.981088
,Football,Adrian,Flint Kearsley,52-18,Processed,2025-02-01T18:18:26.028604
,Football,Adrian Madison,Onsted,9-22,Processed,2025-02-01T18:18:26.074604
,Football,Allen Park,Redford Union,7-13,Processed,2025-02-01T18:18:26.119123
,Football,Alma,Big Rapids,14-49,Processed,2025-02-01T18:18:26.166654
,Football,Ann Arbor Father Gabriel Richard,Montrose,30-32,Processed,2025-02-01T18:18:26.215177
,Football,Armada,Corunna,42-7,Processed,2025-02-01T18:18:26.263177
,Football,Auburn Hills Avondale,Carleton Airport,28-7,Processed,2025-02-01T18:18:26.307710
,Football,Battle Creek Central,Mattawan,8-34,Processed,2025-02-01T18:18:26.351483
,Football,Battle Creek Harper Creek,Jackson Northwest,53-0,Processed,2025-02-01T18:18:26.393493
,Football,"Bay City John Glenn
Senior Night",Swartz Creek,34-14,Processed,2025-02-01T18:18:26.435436
,Football,Bay City Western,Bay City Central,28-7,Processed,2025-02-01T18:18:26.479843
,Football,Beal City,Reed City,14-18,Processed,2025-02-01T18:18:26.522527
,Football,Belding,Hopkins,40-0,Processed,2025-02-01T18:18:26.581839
,Football,Berkley,Madison Heights Lamphere,0-45,Processed,2025-02-01T18:18:26.625363
,Football,"Berrien Springs
SENIOR NIGHT",Hartford,42-0,Processed,2025-02-01T18:18:26.665361
,Football,Birmingham Groves,Birmingham Seaholm,35-0,Processed,2025-02-01T18:18:26.709675
,Football,Blissfield,Dundee,14-8,Processed,2025-02-01T18:18:26.748677
,Football,Bloomfield Hills Cranbrook Kingswood,Detroit Pershing,29-52,Processed,2025-02-01T18:18:26.792678
,Football,Boyne City,Traverse City St Francis,23-20,Processed,2025-02-01T18:18:26.831782
,Football,"KLAA crossover
Brighton",Livonia Franklin,35-34,Processed,2025-02-01T18:18:26.874783
,Football,Bronson,White Pigeon,6-46,Processed,2025-02-01T18:18:26.918309
,Football,"Cascades crossover
Brooklyn Columbia Central",Napoleon,41-46,Processed,2025-02-01T18:18:26.962308
,Football,Burton Bentley,New Haven,20-7,Processed,2025-02-01T18:18:27.005826
,Football,"Byron Center
Senior Night",Morris (IL),48-28,Processed,2025-02-01T18:18:27.050826
,Football,Cadillac,Freeland,8-28,Processed,2025-02-01T18:18:27.097351
,Football,Calumet,L'Anse,51-6,Processed,2025-02-01T18:18:27.143351
,Football,"KLAA crossover
Canton",Wayne Memorial,48-12,Processed,2025-02-01T18:18:27.188593
,Football,Cass City,Saginaw Michigan Lutheran Seminary,35-12,Processed,2025-02-01T18:18:27.232102
,Football,Centreville,Quincy,55-0,Processed,2025-02-01T18:18:27.282110
,Football,Charlevoix,Kingsley,28-47,Processed,2025-02-01T18:18:27.324586
,Football,Charlotte,Fowlerville,20-37,Processed,2025-02-01T18:18:27.364586
,Football,Chelsea,Dexter,6-35,Processed,2025-02-01T18:18:27.407113
,Football,Chesaning,Carrollton,52-0,Processed,2025-02-01T18:18:27.453108
,Football,Clare,Petoskey,21-42,Processed,2025-02-01T18:18:27.497321
,Football,Clarkston,Utica Eisenhower,32-3,Processed,2025-02-01T18:18:27.537320
,Football,Clinton,Ida,14-23,Processed,2025-02-01T18:18:27.576325
,Football,Clinton Township Chippewa Valley,Warren De La Salle Collegiate,21-31,Processed,2025-02-01T18:18:27.618850
,Football,Clinton Township Clintondale,Sterling Heights,38-0,Processed,2025-02-01T18:18:27.659046
,Football,Clio,Saranac,24-54,Processed,2025-02-01T18:18:27.707650
,Football,Coldwater,Marshall,10-6,Processed,2025-02-01T18:18:27.751580
,Football,Coloma,Allegan,36-12,Processed,2025-02-01T18:18:27.795613
,Football,Coopersville,Cedar Springs,35-21,Processed,2025-02-01T18:18:27.836508
,Football,Dansville,Stockbridge,9-34,Processed,2025-02-01T18:18:27.880501
,Football,Dearborn Edsel Ford,Brownstown Woodhaven,0-48,Processed,2025-02-01T18:18:27.928611
,Football,Dearborn Heights Annapolis,Lutheran Westland,20-36,Processed,2025-02-01T18:18:27.971611
,Football,Dearborn Heights Crestwood,Farmington,22-34,Processed,2025-02-01T18:18:28.015010
,Football,Dearborn Heights Robichaud,Detroit University Prep Science & Math,30-41,Processed,2025-02-01T18:18:28.060009
,Football,Decatur,Niles Brandywine,48-6,Processed,2025-02-01T18:18:28.102528
,Football,Delton Kellogg,Parchment,0-57,Processed,2025-02-01T18:18:28.145533
,Football,Detroit Central,Marine City,15-37,Processed,2025-02-01T18:18:28.186537
,Football,Detroit Denby,Melvindale Academy for Business & Tech,56-12,Processed,2025-02-01T18:18:28.235056
,Football,Detroit Douglass,Detroit Leadership Academy,1-0 Forfeit,Processed,2025-02-01T18:18:28.289263
,Football,Detroit Edison,Almont,22-41,Processed,2025-02-01T18:18:28.332297
,Football,Detroit Loyola,Grand Rapids Union,14-21,Processed,2025-02-01T18:18:28.372296
,Football,Detroit Osborn,Farwell,20-54,Processed,2025-02-01T18:18:28.411823
,Football,Detroit Renaissance,Southfield Arts & Technology,22-26,Processed,2025-02-01T18:18:28.460090
,Football,Detroit Southeastern,Dearborn Divine Child,8-42,Processed,2025-02-01T18:18:28.501798
,Football,"Detroit U of D Jesuit
or 10/26",Toledo St John's Jesuit (OH),0-42,Processed,2025-02-01T18:18:28.542795
,Football,Detroit Western,Redford Thurston,0-49,Processed,2025-02-01T18:18:28.581808
,Football,DeWitt,Lansing Everett,55-20,Processed,2025-02-01T18:18:28.622949
,Football,Dowagiac,Cassopolis,1-0 Forfeit,Processed,2025-02-01T18:18:28.661948
,Football,Durand,Bath,14-8,Processed,2025-02-01T18:18:28.701268
,Football,East Kentwood,Rockford,27-45,Processed,2025-02-01T18:18:28.747429
,Football,Ecorse,Romulus,6-16,Processed,2025-02-01T18:18:28.786442
,Football,Edwardsburg,Sturgis,62-0,Processed,2025-02-01T18:18:28.826952
,Football,Elk Rapids,East Jordan,8-35,Processed,2025-02-01T18:18:28.866947
,Football,Elkton-Pigeon-Bay Port Laker,Marlette,46-14,Processed,2025-02-01T18:18:28.910474
,Football,Erie Mason,Owosso,6-56,Processed,2025-02-01T18:18:28.954474
,Football,"Ferndale
SENIOR NIGHT",Utica Ford,10-0,Processed,2025-02-01T18:18:28.997000
,Football,Flint Beecher,Flint Powers Catholic,0-63,Processed,2025-02-01T18:18:29.041000
,Football,Flint New Standard Academy,Detroit Northwestern,32-0,Processed,2025-02-01T18:18:29.083004
,Football,Flushing,Flint Carman-Ainsworth,42-6,Processed,2025-02-01T18:18:29.126175
,Football,Frankenmuth,Gladwin,41-14,Processed,2025-02-01T18:18:29.170176
,Football,Frankfort,Oscoda,41-8,Processed,2025-02-01T18:18:29.230707
,Football,Fraser,Troy Athens,7-42,Processed,2025-02-01T18:18:29.272841
,Football,Fremont,Newaygo,14-21,Processed,2025-02-01T18:18:29.341364
,Football,Fruitport,Wyoming Kelloggsville,48-14,Processed,2025-02-01T18:18:29.388889
,Football,Galesburg-Augusta,South Haven,22-36,Processed,2025-02-01T18:18:29.433690
,Football,Garden City,Detroit Cody,28-13,Processed,2025-02-01T18:18:29.476971
,Football,Gaylord,Sault Ste Marie,50-0,Processed,2025-02-01T18:18:29.520673
,Football,Genesee,Unionville-Sebewaing,0-62,Processed,2025-02-01T18:18:29.564921
,Football,Gladstone,Escanaba,7-50,Processed,2025-02-01T18:18:29.609211
,Football,Goodrich,Williamston,42-14,Processed,2025-02-01T18:18:29.655546
,Football,Grand Blanc,Romeo,13-14,Processed,2025-02-01T18:18:29.697836
,Football,Grand Rapids Christian,Holland Christian,38-23,Processed,2025-02-01T18:18:29.740059
,Football,Grand Rapids Forest Hills Central,East Grand Rapids,24-0,Processed,2025-02-01T18:18:29.783305
,Football,Grand Rapids Forest Hills Northern,Grand Rapids Northview,26-28,Processed,2025-02-01T18:18:29.825507
,Football,Grand Rapids Kenowa Hills,Sparta,33-21,Processed,2025-02-01T18:18:29.867752
,Football,Grand Rapids Ottawa Hills,Benton Harbor,40-8,Processed,2025-02-01T18:18:29.911301
,Football,Grand Rapids South Christian,Grand Rapids Catholic Central,26-20,Processed,2025-02-01T18:18:29.959878
,Football,Grandville,Caledonia,49-20,Processed,2025-02-01T18:18:30.005613
,Football,Grayling,Tawas,42-0,Processed,2025-02-01T18:18:30.051373
,Football,Grosse Ile,Allen Park Cabrini,28-21,Processed,2025-02-01T18:18:30.094740
,Football,"Grosse Pointe North
Rivalry Game",Grosse Pointe South,3-44,Processed,2025-02-01T18:18:30.140728
,Football,Grosse Pointe Woods University Liggett,Madison Heights Bishop Foley,52-0,Processed,2025-02-01T18:18:30.186631
,Football,Gwinn,West Iron County,14-12,Processed,2025-02-01T18:18:30.228959
,Football,Hamilton Cardinal Newman (CN),Hamilton St Thomas More (CN),3-24,Processed,2025-02-01T18:18:30.274352
,Football,Hamtramck,Detroit Old Redford,6-44,Processed,2025-02-01T18:18:30.317638
,Football,"Hancock
COPPER BOWL",Houghton,8-43,Processed,2025-02-01T18:18:30.474626
,Football,Harbor Springs,Burton Bendle,27-40,Processed,2025-02-01T18:18:30.522927
,Football,Harper Woods,Detroit East English,49-0,Processed,2025-02-01T18:18:30.565182
,Football,Harper Woods Chandler Park,Detroit Mumford,34-14,Processed,2025-02-01T18:18:30.605976
,Football,Harrison,Evart,42-44,Processed,2025-02-01T18:18:30.649300
,Football,Hart,Central Montcalm,16-38,Processed,2025-02-01T18:18:30.694587
,Football,"KLAA crossover
Hartland
Senior Night",Livonia Stevenson,19-44,Processed,2025-02-01T18:18:30.738660
,Football,Hesperia,St Louis,0-6,Processed,2025-02-01T18:18:30.778803
,Football,Hillsdale,Hudson,0-38,Processed,2025-02-01T18:18:30.816330
,Football,Holland,Wyoming Godwin Heights,48-24,Processed,2025-02-01T18:18:30.857684
,Football,Holland West Ottawa,Hudsonville,8-46,Processed,2025-02-01T18:18:30.905114
,Football,Holt,East Lansing,0-42,Processed,2025-02-01T18:18:30.950634
,Football,Holton,White Cloud,6-28,Processed,2025-02-01T18:18:30.995975
,Football,"Cascades crossover
Homer",Michigan Center,8-46,Processed,2025-02-01T18:18:31.043080
,Football,"Houghton Lake
Senior Night",Beaverton,58-27,Processed,2025-02-01T18:18:31.088349
,Football,Howard City Tri County,Ludington,31-51,Processed,2025-02-01T18:18:31.131521
,Football,"KLAA crossover
Howell",Belleville,30-29,Processed,2025-02-01T18:18:31.179047
,Football,Hurricane (WV),Belle Riverside (WV),52-0,Processed,2025-02-01T18:18:31.223777
,Football,Imlay City,Flint Southwestern,37-0,Processed,2025-02-01T18:18:31.266218
,Football,Ionia,Lake Odessa Lakewood,28-14,Processed,2025-02-01T18:18:31.311078
,Football,Jackson,Haslett,24-42,Processed,2025-02-01T18:18:31.358601
,Football,Jenison,Grand Haven,34-14,Processed,2025-02-01T18:18:31.401340
,Football,Johannesburg-Lewiston,Manton,30-38,Processed,2025-02-01T18:18:31.447453
,Football,"Cascades crossover
Jonesville",Manchester,6-12 (2OT),Processed,2025-02-01T18:18:31.491769
,Football,Kalamazoo Central,Kalamazoo Loy Norrix,20-10,Processed,2025-02-01T18:18:31.536261
,Football,Kent City,Grant,34-14,Processed,2025-02-01T18:18:31.584795
,Football,Kingsford,Marquette,27-17,Processed,2025-02-01T18:18:31.629189
,Football,Laingsburg,Essexville Garber,7-35,Processed,2025-02-01T18:18:31.675581
,Football,Lake Fenton,Flint Hamady,42-0,Processed,2025-02-01T18:18:31.721697
,Football,Lake Orion,Saline,7-8,Processed,2025-02-01T18:18:31.768320
,Football,Lakeview,Remus Chippewa Hills,34-27,Processed,2025-02-01T18:18:31.810082
,Football,Lansing Catholic,Pewamo-Westphalia,35-34,Processed,2025-02-01T18:18:31.850262
,Football,Lansing Sexton,Lansing Eastern,58-0,Processed,2025-02-01T18:18:31.893621
,Football,Lansing Waverly,Tecumseh,21-14,Processed,2025-02-01T18:18:31.946916
,Football,Lapeer,Davison,28-48,Processed,2025-02-01T18:18:31.995409
,Football,"Lawton
SAC Crossover Game",Constantine,28-15,Processed,2025-02-01T18:18:32.045493
,Football,LeRoy Pine River,Morley Stanwood,27-16,Processed,2025-02-01T18:18:32.091918
,Football,Lincoln Park,Gibraltar Carlson,14-41,Processed,2025-02-01T18:18:32.139827
,Football,Livonia Clarenceville,Flat Rock,12-48,Processed,2025-02-01T18:18:32.181961
,Football,Lowell,Greenville,55-41,Processed,2025-02-01T18:18:32.230629
,Football,Lucas (OH),Ottawa Lake Whiteford,6-22,Processed,2025-02-01T18:18:32.276072
,Football,Madison Heights Madison,Waterford Our Lady of the Lakes,68-33,Processed,2025-02-01T18:18:32.328312
,Football,Maple City Glen Lake,Mancelona,35-0,Processed,2025-02-01T18:18:32.379253
,Football,Marysville,Warren Lincoln,58-0,Processed,2025-02-01T18:18:32.428513
,Football,Mason,Fenton,43-0,Processed,2025-02-01T18:18:32.478183
,Football,Mason County Central,Manistee,36-22,Processed,2025-02-01T18:18:32.528427
,Football,McBain,Fowler,28-35,Processed,2025-02-01T18:18:32.571643
,Football,Medina (OH),Detroit Cass Tech,0-40,Processed,2025-02-01T18:18:32.624993
,Football,Menominee,Bark River-Harris,41-0,Processed,2025-02-01T18:18:32.674664
,Football,Midland,Midland Dow,17-6,Processed,2025-02-01T18:18:32.722048
,Football,Midland Bullock Creek,Saginaw Swan Valley,21-42,Processed,2025-02-01T18:18:32.777053
,Football,Milan,Eaton Rapids,41-27,Processed,2025-02-01T18:18:32.825204
,Football,Milford,White Lake Lakeland,35-29,Processed,2025-02-01T18:18:32.874993
,Football,Millington,Birch Run,35-0,Processed,2025-02-01T18:18:32.924284
,Football,Monroe Jefferson,Melvindale,28-38,Processed,2025-02-01T18:18:32.967696
,Football,Monroe St Mary Catholic Central,Detroit Country Day,38-7,Processed,2025-02-01T18:18:33.014772
,Football,Mount Clemens,Burton Atherton,0-1 Forfeit,Processed,2025-02-01T18:18:33.063666
,Football,Mount Pleasant,Linden,38-35,Processed,2025-02-01T18:18:33.109656
,Football,Mt Morris,Caro,1-0 Forfeit,Processed,2025-02-01T18:18:33.152077
,Football,Muskegon,Cincinnati Moeller (OH),27-52,Processed,2025-02-01T18:18:33.193601
,Football,Muskegon Catholic Central,Schoolcraft,14-36,Processed,2025-02-01T18:18:33.233081
,Football,Muskegon Mona Shores,Toledo Central Catholic (OH),13-14,Processed,2025-02-01T18:18:33.281768
,Football,New Baltimore Anchor Bay,Rochester Adams,28-31 (OT),Processed,2025-02-01T18:18:33.328677
,Football,New Boston Huron,Detroit Henry Ford,40-6,Processed,2025-02-01T18:18:33.370857
,Football,North Branch,Holly,42-0,Processed,2025-02-01T18:18:33.413613
,Football,North Farmington,Troy,35-7,Processed,2025-02-01T18:18:33.455837
,Football,North Muskegon,Muskegon Oakridge,34-17,Processed,2025-02-01T18:18:33.497041
,Football,"KLAA crossover
Northville",Dearborn Fordson,27-14,Processed,2025-02-01T18:18:33.538159
,Football,Northwood (OH),Otisville LakeVille Memorial,48-0,Processed,2025-02-01T18:18:33.579354
,Football,"KLAA crossover
Novi",Dearborn,14-38,Processed,2025-02-01T18:18:33.619597
,Football,Oak Park,Bloomfield Hills,32-21,Processed,2025-02-01T18:18:33.660394
,Football,Ogemaw Heights,Croswell-Lexington,10-7,Processed,2025-02-01T18:18:33.710448
,Football,Okemos,Grand Ledge,10-46,Processed,2025-02-01T18:18:33.752857
,Football,Olivet,Comstock Park,37-8,Processed,2025-02-01T18:18:33.798423
,Football,Ortonville Brandon,Eastpointe,1-0 Forfeit,Processed,2025-02-01T18:18:33.846082
,Football,Oxford,Macomb Dakota,0-28,Processed,2025-02-01T18:18:33.892649
,Football,Parma Western,Battle Creek Pennfield,56-0,Processed,2025-02-01T18:18:33.943626
,Football,Paw Paw,Niles,0-21,Processed,2025-02-01T18:18:33.990088
,Football,"Petersburg Summerfield
Senior Night",Sand Creek,58-6,Processed,2025-02-01T18:18:34.038770
,Football,Pinckney,Ann Arbor Pioneer,12-7,Processed,2025-02-01T18:18:34.082924
,Football,Pinconning,Saginaw Valley Lutheran,22-27,Processed,2025-02-01T18:18:34.128596
,Football,Plainwell,Vicksburg,14-63,Processed,2025-02-01T18:18:34.170748
,Football,"KLAA crossover
Plymouth",Westland John Glenn,34-27,Processed,2025-02-01T18:18:34.216397
,Football,Pontiac Notre Dame Prep,Hudsonville Unity Christian,28-43,Processed,2025-02-01T18:18:34.261672
,Football,Port Huron,Harrison Township L'Anse Creuse,35-41,Processed,2025-02-01T18:18:34.306623
,Football,Portage Central,St Joseph,0-15,Processed,2025-02-01T18:18:34.347723
,Football,Portage Northern,Stevensville Lakeshore,13-28,Processed,2025-02-01T18:18:34.391865
,Football,"Portland
Senior Night",Whitehall,49-7,Processed,2025-02-01T18:18:34.436717
,Football,Ravenna,Montague,7-42,Processed,2025-02-01T18:18:34.490033
,Football,Reading,Pioneer North Central (OH),40-0,Processed,2025-02-01T18:18:34.549436
,Football,Reese,Sandusky,26-24,Processed,2025-02-01T18:18:34.597750
,Football,Richland Gull Lake,Battle Creek Lakeview,28-42,Processed,2025-02-01T18:18:34.639662
,Football,Richmond,Macomb L'Anse Creuse North,35-14,Processed,2025-02-01T18:18:34.680504
,Football,River Rouge,Center Line,35-0,Processed,2025-02-01T18:18:34.721714
,Football,Riverview,Monroe,43-24,Processed,2025-02-01T18:18:34.762867
,Football,Rochester Hills Stoney Creek,Ann Arbor Huron,48-7,Processed,2025-02-01T18:18:34.801981
,Football,Romulus Summit Academy North,Ann Arbor Skyline,27-7,Processed,2025-02-01T18:18:34.843133
,Football,Roscommon,Kalkaska,24-30,Processed,2025-02-01T18:18:34.884091
,Football,Roseville,West Bloomfield,49-48,Processed,2025-02-01T18:18:34.927601
,Football,Rossford (OH),Fostoria (OH),21-29,Processed,2025-02-01T18:18:34.973600
,Football,Royal Oak,Clawson,21-7,Processed,2025-02-01T18:18:35.017113
,Football,Royal Oak Shrine Catholic,Detroit Communication Media Arts,55-0,Processed,2025-02-01T18:18:35.061113
,Football,Saginaw Nouvel Catholic Central,Manistique,28-16,Processed,2025-02-01T18:18:35.101629
,Football,Saginaw United,Saginaw Heritage,8-35,Processed,2025-02-01T18:18:35.143171
,Football,"KLAA crossover
Salem",Livonia Churchill,20-27,Processed,2025-02-01T18:18:35.184348
,Football,Sanford Meridian,Hemlock,40-26,Processed,2025-02-01T18:18:35.226940
,Football,Saugatuck,Watervliet,59-0,Processed,2025-02-01T18:18:35.269166
,Football,Shelby,Muskegon Orchard View,29-34,Processed,2025-02-01T18:18:35.309491
,Football,Shepherd,Ithaca,0-43,Processed,2025-02-01T18:18:35.350694
,Football,South Lyon East,South Lyon,31-20,Processed,2025-02-01T18:18:35.395064
,Football,Southfield Bradford Academy,Rochester Hills Lutheran Northwest,6-35,Processed,2025-02-01T18:18:35.434076
,Football,Spring Lake,Allendale,46-16,Processed,2025-02-01T18:18:35.472361
,Football,Springport,Potterville,47-6,Processed,2025-02-01T18:18:35.512692
,Football,St Clair,Port Huron Northern,19-34,Processed,2025-02-01T18:18:35.555044
,Football,St Clair Shores Lakeview,St Clair Shores Lake Shore,55-22,Processed,2025-02-01T18:18:35.597128
,Football,St Clair Shores South Lake,Warren Michigan Collegiate,24-50,Processed,2025-02-01T18:18:35.638386
,Football,St Johns,Alpena,47-8,Processed,2025-02-01T18:18:35.679513
,Football,Standish-Sterling,Ovid-Elsie,43-29,Processed,2025-02-01T18:18:35.718502
,Football,Sterling Heights Stevenson,Bloomfield Hills Brother Rice,30-6,Processed,2025-02-01T18:18:35.758650
,Football,Three Rivers,Otsego,7-17,Processed,2025-02-01T18:18:35.797822
,Football,Toledo Ottawa Hills (OH),Edon (OH),55-14,Processed,2025-02-01T18:18:35.839372
,Football,Toledo St Francis De Sales (OH),Temperance Bedford,30-0,Processed,2025-02-01T18:18:35.880526
,Football,Toledo Whitmer (OH),Holland Springfield (OH),48-12,Processed,2025-02-01T18:18:35.924044
,Football,Traverse City Central,Traverse City West,7-23,Processed,2025-02-01T18:18:35.968460
,Football,Trenton,Taylor,52-0,Processed,2025-02-01T18:18:36.011254
,Football,"Ubly
Senior Night",New Lothrop,53-20,Processed,2025-02-01T18:18:36.055628
,Football,Union City,Buchanan,7-17,Processed,2025-02-01T18:18:36.098091
,Football,Utica,Warren Cousino,31-21,Processed,2025-02-01T18:18:36.146633
,Football,"Cascades crossover
Vandercook Lake",East Jackson,42-7,Processed,2025-02-01T18:18:36.189895
,Football,"Senior Night
Vassar",Perry,34-43,Processed,2025-02-01T18:18:36.232189
,Football,Vermontville Maple Valley,Harbor Beach,0-62,Processed,2025-02-01T18:18:36.276310
,Football,Walled Lake Northern,Rochester,8-45,Processed,2025-02-01T18:18:36.316732
,Football,Walled Lake Western,Walled Lake Central,63-9,Processed,2025-02-01T18:18:36.358847
,Football,Warren Fitzgerald,Orchard Lake St Mary's,13-55,Processed,2025-02-01T18:18:36.402824
,Football,"Warren Mott
Senior Night",Warren Woods Tower,33-14,Processed,2025-02-01T18:18:36.448130
,Football,Wayland,Hastings,38-47,Processed,2025-02-01T18:18:36.494580
,Football,West Unity Hilltop (OH),Montpelier (OH),6-40,Processed,2025-02-01T18:18:36.538372
,Football,"Whitmore Lake
Senior Night",Algonac,42-10,Processed,2025-02-01T18:18:36.579445
,Football,Wyandotte Roosevelt,Southgate Anderson,26-31,Processed,2025-02-01T18:18:36.617463
,Football,Wyoming,Middleville Thornapple Kellogg,12-49,Processed,2025-02-01T18:18:36.659750
,Football,Yale,Bridgeport,56-0,Processed,2025-02-01T18:18:36.702601
,Football,Ypsilanti Lincoln,Ypsilanti Community,28-21,Processed,2025-02-01T18:18:36.752917
,Football,Zeeland East,Hamilton,28-16,Processed,2025-02-01T18:18:36.797496
,Football,Benzie Central,Cheboygan,20-0,Processed,2025-02-01T18:18:36.847071
,Football,"CHSL Prep Bowl
Clarkston Everest Collegiate",Macomb Lutheran North,14-17 (OT),Processed,2025-02-01T18:18:36.889958
,Football,"CHSL Prep Bowl
Detroit Catholic Central",Detroit Martin Luther King,23-7,Processed,2025-02-01T18:18:36.938032
,Football,"Detroit University Prep
Homecoming",Hazel Park,8-15,Processed,2025-02-01T18:18:36.979436
,Football,"Detroit Voyageur College Prep
Homecoming",Detroit Community,54-0,Processed,2025-02-01T18:18:37.022196
,Football,"Cascades Conference crossover
Hanover-Horton",Leslie,14-35,Processed,2025-02-01T18:18:37.065644
,Football,"CHSL Prep Bowl
Jackson Lumen Christi",Kalamazoo Hackett Catholic Prep,39-21,Processed,2025-02-01T18:18:37.109504
,Football,Lake City,Ishpeming Westwood,7-28,Processed,2025-02-01T18:18:37.147823
,Football,Marine City Cardinal Mooney,Sterling Heights Parkway Christian,54-26,Processed,2025-02-01T18:18:37.191080
,Football,Newmarket Huron Heights (CN),Buffalo Canisius (NY),0-28,Processed,2025-02-01T18:18:37.229334
,Football,Waterford Mott,Waterford Kettering,13-9,Processed,2025-02-01T18:18:37.268451
,Football,"Football District Semifinal No. 1
Hudsonville",East Kentwood,25-23,Processed,2025-02-01T18:18:37.314136
,Football,"Football District Semifinal No. 2
Rockford",Grandville,14-24,Processed,2025-02-01T18:18:37.357361
,Football,"Football District Semifinal No. 3
Howell",Kalamazoo Central,35-12,Processed,2025-02-01T18:18:37.397610
,Football,"Football District Semifinal No. 4
Brighton",Grand Ledge,53-28,Processed,2025-02-01T18:18:37.439828
,Football,"Football District Semifinal No. 5
Grand Blanc",Lapeer,42-21,Processed,2025-02-01T18:18:37.485334
,Football,"Football District Semifinal No. 6
Davison",Oxford,14-21,Processed,2025-02-01T18:18:37.529898
,Football,"Football District Semifinal No. 7
Rochester Adams",Rochester Hills Stoney Creek,44-14,Processed,2025-02-01T18:18:37.576403
,Football,"Football District Semifinal No. 8
Lake Orion",Clarkston,16-34,Processed,2025-02-01T18:18:37.621246
,Football,"Football District Semifinal No. 9
Belleville",Ann Arbor Pioneer,68-0,Processed,2025-02-01T18:18:37.664805
