Alias_Name,GameCount,Standardized_Name
Gilbert (MN),124,Gilbert (MN)
Glencoe Silver (MN),19,Glencoe-Silver Lake (MN)
Glencoe-Silver Lake (MN),543,Glencoe-Silver Lake (MN)
Glenville (MN),126,Glenville (MN)
Glenville-Emmons (MN),231,Glenville-Emmons (MN)
Glenwood (MN),156,Glenwood (MN)
Glenwood Minnewaska Area (MN),324,Glenwood Minnewaska Area (MN)
Glyndon-Felton (MN),146,Glyndon-Felton (MN)
Gonvick-Trail (MN),123,Gonvick-Trail (MN)
Goodhue (MN),526,Goodhue (MN)
Goodridge-Grygla-Gatzke (MN),197,Goodridge-Grygla-Gatzke (MN)
Graceville (MN),112,Graceville (MN)
Granada-Huntley (MN),101,Granada-Huntley (MN)
Granada-Huntley-East Chain (MN),118,Granada-Huntley-East Chain (MN)
Grand Marais Cook County (MN),484,Grand Marais Cook County (MN)
Grand Meadow (MN),539,Grand Meadow (MN)
Grand Meadows (MN),3,Grand Meadow (MN)
Grand Rapids (MN),501,Grand Rapids (MN)
Granite Falls (MN),177,Granite Falls (MN)
Granite Falls Yellow Medicine (MN),17,Granite Falls Yellow Medicine East (MN)
Granite Falls Yellow Medicine East (MN),238,Granite Falls Yellow Medicine East (MN)
Grey Eagle (MN),100,Grey Eagle (MN)
Grove City (MN),109,Grove City (MN)
Grygla-Goodrich (MN),59,Grygla-Goodrich (MN)
Grygla-Goodridge (MN),38,Grygla-Goodrich (MN)
Hallock (MN),126,Hallock (MN)
Hallock Kittson Central (MN),230,Hallock Kittson Central (MN)
Halstad Norman County West (MN),271,Halstad Norman County West (MN)
Hancock (MN),393,Hancock (MN)
Harmony (MN),211,Harmony (MN)
Harmony Fillmore Central (MN),315,Harmony Fillmore Central (MN)
Hastings (MN),680,Hastings (MN)
Hawley (MN),500,Hawley (MN)
Hayfield (MN),434,Hayfield (MN)
Hector (MN),130,Hector (MN)
Henderson (MN),129,Henderson (MN)
Hendricks (MN),131,Hendricks (MN)
Henning (MN),105,Henning (MN)
Herman (MN),124,Herman (MN)
Herman Norcross (MN),31,Herman-Norcross (MN)
Herman-Norcross (MN),55,Herman-Norcross (MN)
Hermantown (MN),501,Hermantown (MN)
Okabena Southwest Star Concept (MN),32,Heron Lake Southwest Star Concept (MN)
