Alias_Name,GameCount,Standardized_Name
Portage (WI),533,Portage (WI)
Potosi (WI),432,Potosi (WI)
Poynette (WI),519,Poynette (WI)
Prairie du Chien (WI),520,Prairie du Chien (WI)
Prairie Du Chien Prairie Du (WI),22,Prairie du Chien (WI)
Prairie Du ChienLutheran (WI),2,Prairie Du Chien Martin Luther Prep (WI)
Prairie du Sac Sauk (WI),505,Prairie du Sac Sauk (WI)
Prairie Du Sac Sauk-Prairie (WI),1,Prairie du Sac Sauk (WI)
Prairie Farm (WI),399,Prairie Farm (WI)
Prescott (WI),440,Prescott (WI)
Princeton (WI),297,Princeton (WI)
Pulaski (WI),473,Pulaski (WI)
Pulaski-Milwaukee Arts-Reagan Prep (WI),204,Pulaski-Milwaukee Arts-Reagan Prep (WI)
Racine Case (WI),477,Racine Case (WI)
Racine Horlick (WI),533,Racine Horlick (WI)
Racine Lutheran (WI),294,Racine Lutheran (WI)
Racine Saint Catherine's (WI),634,Racine St. Catherines (WI)
Racine St. Catherines (WI),24,Racine St. Catherines (WI)
Racine Washington Park (WI),566,Racine Washington Park (WI)
Randolph (WI),524,Randolph (WI)
Random Lake (WI),421,Random Lake (WI)
Reedsburg (WI),541,Reedsburg (WI)
Reedsville (WI),365,Reedsville (WI)
Rhinelander (WI),600,Rhinelander (WI)
Rib Lake-Prentice (WI),298,Rib Lake-Prentice (WI)
Rice Lake (WI),604,Rice Lake (WI)
Richland Center (WI),514,Richland Center (WI)
Richland Center Ithaca (WI),495,Richland Center Ithaca (WI)
Rio (WI),328,Rio (WI)
Ripon (WI),722,Ripon (WI)
River Falls (WI),485,River Falls (WI)
Rosendale Laconia (WI),473,Rosendale Laconia (WI)
Rosholt (WI),459,Rosholt (WI)
Saint Croix Falls (WI),429,Saint Croix Falls (WI)
Saint Francis (WI),507,Saint Francis (WI)
Salem Central (WI),154,Salem Central (WI)
Salem Westosha Central (WI),322,Salem Westosha Central (WI)
Schofield D.C. Everest (WI),715,Schofield D.C. Everest (WI)
Seneca (WI),395,Seneca (WI)
Sevastopol-Gibraltar (WI),118,Sevastopol-Gibraltar (WI)
Seymour (WI),576,Seymour (WI)
Shawano Community (WI),422,Shawano Community (WI)
Shawano-GreshamCommunity (WI),19,Shawano-Gresham Community (WI)
Sheboygan (WI),31,Sheboygan Area (WI)
Sheboygan Area (WI),19,Sheboygan Area (WI)
Sheboygan Area Lutheran (WI),16,Sheboygan Area Lutheran (WI)
Sheboygan Lutheran (WI),12,Sheboygan Area Lutheran (WI)
Sheboygan Falls (WI),530,Sheboygan Falls (WI)
Sheboygan North (WI),471,Sheboygan North (WI)
Sheboygan South (WI),419,Sheboygan South (WI)
