Alias_Name,GameCount,Standardized_Name
Miami Booker T. Washington (FL),289,Miami Booker T. Washington (FL)
Miami Braddock (FL),250,Miami Braddock (FL)
Miami BridgePrep Village Green (FL),4,Miami BridgePrep Village (FL)
Miami Carol City (FL),495,Miami Carol City (FL)
"Miami Carol City """"B"""" (FL)",1,Miami Carol City B (FL)
Miami Central (FL),502,Miami Central (FL)
Miami Columbus (FL),476,Miami Columbus (FL)
Miami Coral Park (FL),344,Miami Coral Park (FL)
Miami Coral Reef (FL),230,Miami Coral Reef (FL)
Miami Country (FL),10,Miami Country Day (FL)
Miami Country Day (FL),213,Miami Country Day (FL)
Miami Dade Christian (FL),240,Miami Dade Christian (FL)
Miami Dr Krop (FL),18,Miami Dr. Krop (FL)
Miami Dr. Krop (FL),214,Miami Dr. Krop (FL)
Miami Edison (FL),570,Miami Edison (FL)
Miami Ferguson (FL),200,Miami Ferguson (FL)
Miami Florida Christian (FL),259,Miami Florida Christian (FL)
Miami Gardens Tru Prep (FL),11,Miami Gardens Tru Prep Academy (FL)
Miami Gardens TRU Prep Academy (FL),19,Miami Gardens Tru Prep Academy (FL)
Miami Gesu (FL),2,Miami Gesu Catholic (FL)
Miami Gesu Catholic (FL),1,Miami Gesu Catholic (FL)
Miami Goleman (FL),227,Miami Goleman (FL)
Miami Gulliver Prep (FL),304,Miami Gulliver Prep (FL)
Miami Immaculata La (FL),22,Miami Immaculata-Lasalle (FL)
Miami Immaculata-Lasalle (FL),3,Miami Immaculata-Lasalle (FL)
Miami Jackson (FL),633,Miami Jackson (FL)
Miami Killian (FL),461,Miami Killian (FL)
Miami La Progresiva Presbyterian (FL),2,Miami La Progresiva Presbyterian (FL)
Miami La ProgresivaPresbyterian (FL),16,Miami La Progresiva Presbyterian (FL)
Miami LaSalle (FL),220,Miami LaSalle (FL)
"Miami Military Academy""""B"""" (FL)",1,Miami Military Academy B (FL)
Miami Monsignor Pace (FL),392,Miami Monsignor Pace (FL)
Miami Norland (FL),540,Miami Norland (FL)
Miami Northwest Christian (FL),130,Miami Northwest Christian (FL)
Miami Northwest ChristianAcademy (FL),1,Miami Northwest Christian (FL)
Miami Northwestern (FL),483,Miami Northwestern (FL)
Miami Palm Glades Academy (FL),10,Miami Palm Glades Academy (FL)
Miami Palm Glades Prep Academy (FL),45,Miami Palm Glades Academy (FL)
Miami Palmer Trinity (FL),262,Miami Palmer Trinity (FL)
Miami Palmer-Trinity (FL),12,Miami Palmer Trinity (FL)
Miami Palmetto (FL),420,Miami Palmetto (FL)
Miami Ransom Everglades (FL),239,Miami Ransom Everglades (FL)
Miami Ransom-Everglades (FL),3,Miami Ransom Everglades (FL)
Miami (FL),618,Miami Senior (FL)
Miami Senior (FL),4,Miami Senior (FL)
Miami Smarten Sports (FL),15,Miami Smarten Sports (FL)
Miami SmartEn Sports Academy (FL),5,Miami Smarten Sports (FL)
Miami Somerset Academy (FL),18,Miami Somerset Academy Silver Palms (FL)
Miami Somerset Academy (Silver Palms) (FL),2,Miami Somerset Academy Silver Palms (FL)
Miami Somerset Academy Silver Palms (FL),95,Miami Somerset Academy Silver Palms (FL)
Miami Southridge (FL),411,Miami Southridge (FL)
Miami Southwest (FL),372,Miami Southwest (FL)
Miami Springs (FL),369,Miami Springs (FL)
Miami Saints Peter & Paul (FL),2,Miami St. Peter & Paul (FL)
Miami St. Peter & Paul (FL),3,Miami St. Peter & Paul (FL)
Miami Sunset (FL),296,Miami Sunset (FL)
Miami True North (FL),19,Miami True North Classical Academy (FL)
